country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Andorra,AD,AND,76177,0,0,10-07-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,24-02-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2,,07-05-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,75,,13-08-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,06-01-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,9,,17-04-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,10-02-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,12-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,22-01-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,16-05-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,07-07-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,30,,22-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,22,,21-03-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,24,,10-06-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,1,27-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,21-07-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,20-02-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,11-02-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1519,,21-09-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,22,,27-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,119,,22-07-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,1,07-04-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,5,16-10-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,24,16-09-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,12,04-08-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,27-01-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1404,,19-03-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,84,,10-09-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,24-10-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,69,,28-03-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,,04-08-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,14,20-06-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,18-10-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,26-02-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,166,,10-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,9,07-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,7,17-10-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,667,,26-07-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,621,,10-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,646,,10-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,24-01-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,11,,07-05-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,5300,,11-10-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,14-04-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,,10-06-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,05-09-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,20,,25-03-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2072,,15-10-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,4527,,25-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,222,,15-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,6,28-04-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,01-07-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,21-06-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,3,24-06-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,05-08-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,1,17-04-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,174,04-10-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,28,,16-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,202,,31-05-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,612,,12-06-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,198,,16-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,137,,05-09-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,27,09-08-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,4,26-05-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,6,,28-05-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,518,,24-10-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,49,,10-10-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,50,,19-03-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,16-01-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,10-05-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,20-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,2,23-05-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,1,12-10-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,19-01-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1012,,13-07-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,07-06-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,1,,08-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1771,,17-09-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,02-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,30,,09-04-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,3253,,02-10-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,25-01-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,04-08-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,975,,02-09-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,17-01-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,49,,11-06-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,06-08-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,394,23-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,,12-03-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,04-07-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,2,30-06-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,28-05-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,74,,04-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,158,,01-07-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,03-01-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,55,,08-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,1,03-04-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,,27-02-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,967,,13-05-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,12,,07-04-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,21-01-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,408,,16-04-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,21-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,1,28-09-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1614,,05-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,69,,05-10-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,30,,13-10-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,292,,04-06-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,08-05-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,25-08-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,02-05-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,397,,08-07-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,40,28-06-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,11-05-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4774,,24-04-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,28-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,5,23-06-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,31-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,3,18-06-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,246,,15-04-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,02-08-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,01-02-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,380,,11-04-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,12,,31-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,09-09-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,20,,04-09-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,22-05-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,1,15-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1773,,25-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,18-01-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,14,,04-08-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,19,29-04-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,09-01-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,36,,05-06-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,07-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,16-02-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,110,,20-07-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,45,13-05-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,2,20-08-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,04-05-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,319,,25-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,38,,16-05-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,29-08-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,09-08-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,19-01-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,09-02-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,29-05-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,13,,01-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,310,,12-06-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,5,06-04-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,22,,06-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,9,,02-05-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,03-08-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,4,29-06-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,23,,07-06-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,11-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,4968,,23-10-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,59,12-10-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,11,,11-04-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,25-01-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,08-07-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,50,,10-07-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,07-07-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,11-09-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1563,,23-10-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,105,,10-07-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,218,,22-09-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,40,,31-05-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,29-02-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1140,,10-09-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,01-05-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,0,07-09-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,328,,20-04-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,17-01-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1610,,17-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,23-05-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,13,,23-04-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,01-04-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,29-01-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,14-06-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,577,,14-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,211,,12-09-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,18,05-08-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,31-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,30-01-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,29-03-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,05-02-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2486,,15-04-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,31,,05-06-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,22-07-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,1,24-06-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,3,28-03-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,2,15-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,53,,14-07-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,3,18-07-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,01-03-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,31,,13-08-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,1,17-10-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,02-04-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,14-09-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,18-03-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,14231,,15-10-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,24,,22-07-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,16-10-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,27-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,0,13-09-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,299,,07-08-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,04-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,2,13-07-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,10-08-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,18,06-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,195,,30-08-2020,"Epidemic intelligence, national daily data"
